Message,SystemTOV,GPSTOV,TimeSinceLastMsg,"LinearAccelerationX(m/s^2)","LinearAccelerationY(m/s^2)","LinearAccelerationZ(m/s^2)","AngularRateX(rad/s)","AngularRateY(rad/s)","AngularRateZ(rad/s)"
0x2311,2116.4673374781,199292.260792087,0.00999999999976353,-9.818381,-0.00796821,-0.05835351,0.0003727619,-4.773028E-07,-3.349269E-05
0x2311,2116.4673374781,199292.260792087,0,-9.818381,-0.00796821,-0.05835351,0.0003727619,-4.773028E-07,-3.349269E-05
0x2311,2116.4773374781,199292.270792087,0.0100000000002183,-9.809029,-0.01709089,-0.0513399,0.0004214002,0.000408059,-0.0001726206
0x2311,2116.4873374781,199292.280792087,0.00999999999976353,-9.80542,-0.00442639,-0.0488447,0.0002369867,7.140916E-05,-0.0003256835
0x2311,2116.4973374781,199292.290792087,0.0100000000002183,-9.808419,0.009373762,-0.04524849,3.289897E-05,0.0003770576,-4.923204E-05
0x2311,2116.5073374781,199292.300792087,0.00999999999976353,-9.803532,-0.003859028,-0.04844237,-5.257316E-05,0.0001568813,-0.0003027963
0x2311,2116.5173374781,199292.310792087,0.0100000000002183,-9.81227,-0.01671053,-0.05333386,-9.823125E-05,0.0004610978,8.428469E-05
0x2311,2116.5273374781,199292.320792087,0.0100000000002183,-9.810746,-0.01329686,-0.04716348,9.895302E-06,-1.906883E-05,-0.0004425063
0x2311,2116.5373374781,199292.330792087,0.00999999999976353,-9.813218,-0.003712624,-0.04194044,0.0002212473,0.0003770576,0.0001071719
0x2311,2116.5473374781,199292.340792087,0.0100000000002183,-9.806424,-0.008650683,-0.0528736,3.278255E-05,1.561129E-05,-0.0001211185
0x2311,2116.5573374781,199292.350792087,0.00999999999976353,-9.800331,-0.01368746,-0.05849302,0.000237464,0.0001735636,-0.0002285233
0x2311,2116.5673374781,199292.360792087,0.0100000000002183,-9.79231,-0.01340955,-0.0474181,0.0001667766,8.392381E-05,-7.438939E-05
0x2311,2116.5773374781,199292.370792087,0.00999999999976353,-9.802412,-0.003204495,-0.04633088,3.146706E-05,-3.016321E-05,-0.0002228073
0x2311,2116.5873374781,199292.380792087,0.0100000000002183,-9.799557,0.002134778,-0.05214456,6.770715E-05,-0.000146986,-0.0002098037
0x2311,2116.5973374781,199292.390792087,0.00999999999976353,-9.793435,-0.011562,-0.04931446,5.996553E-05,-6.246846E-05,-0.0002622604
0x2311,2116.6073374781,199292.400792087,0.0100000000002183,-9.806677,-0.01800004,-0.05015619,0.0002421089,-7.152557E-05,1.847511E-05
0x2311,2116.6173374781,199292.410792087,0.00999999999976353,-9.817268,-0.005813688,-0.05282704,-5.543698E-05,-0.000280852,-0.0001974055
0x2311,2116.6273374781,199292.420792087,0.0100000000002183,-9.824459,0.001133606,-0.04471354,2.479646E-05,1.466833E-05,-2.06288E-05
0x2311,2116.6373374781,199292.430792087,0.00999999999976353,-9.81603,-0.005718321,-0.0441147,-0.0001178938,-0.0006152433,-0.0003404566
0x2311,2116.6473374781,199292.440792087,0.0100000000002183,-9.812744,-0.02081841,-0.04907604,0.0001573586,-5.865004E-05,-0.000243308
0x2311,2116.6573374781,199292.450792087,0.00999999999976353,-9.803093,-0.01485497,-0.05145725,3.421446E-05,-0.000300887,-7.152557E-05
0x2311,2116.6673374781,199292.460792087,0.0100000000002183,-9.813978,-0.002237037,-0.05110614,-4.672911E-05,-0.0002394896,-7.546041E-05
0x2311,2116.6773374781,199292.470792087,0.00999999999976353,-9.806496,0.002815016,-0.05031675,-3.635651E-05,-0.00043154,-9.632204E-05
0x2311,2116.6773374781,199292.470792087,0,-9.806496,0.002815016,-0.05031675,-3.635651E-05,-0.00043154,-9.632204E-05
0x2311,2116.6773374781,199292.470792087,0,-9.806496,0.002815016,-0.05031675,-3.635651E-05,-0.00043154,-9.632204E-05
0x2311,2116.6873374781,199292.480792087,0.0100000000002183,-9.81141,-0.009867921,-0.04730877,3.910391E-05,-0.0004612259,-0.0001226668
0x2311,2116.6973374781,199292.490792087,0.00999999999976353,-9.815853,-0.02020802,-0.04609022,-6.973278E-05,-7.962808E-05,-0.0003533321
0x2311,2116.7073374781,199292.500792087,0.0100000000002183,-9.832062,-0.005393848,-0.0402011,0.0002365094,-0.0003353343,-0.0002079061
0x2311,2116.7073374781,199292.500792087,0,-9.832062,-0.005393848,-0.0402011,0.0002365094,-0.0003353343,-0.0002079061
0x2311,2116.7173374781,199292.510792087,0.00999999999976353,-9.815116,-0.003545173,-0.03714189,3.86266E-05,8.463394E-06,-8.821953E-05
0x2311,2116.7173374781,199292.510792087,0,-9.815116,-0.003545173,-0.03714189,3.86266E-05,8.463394E-06,-8.821953E-05
0x2311,2116.7273374781,199292.520792087,0.0100000000002183,-9.81963,-0.01323521,-0.04340429,-0.000162248,-0.0001883483,-0.0001293374
0x2311,2116.7373374781,199292.530792087,0.00999999999976353,-9.809628,-0.0139026,-0.0428427,3.86266E-05,0.0004954287,-0.0002685818
0x2311,2116.7473374781,199292.540792087,0.0100000000002183,-9.807761,-0.003637001,-0.0399394,-1.967419E-05,1.132721E-05,-8.392381E-05
0x2311,2116.7473374781,199292.540792087,0,-9.807761,-0.003637001,-0.0399394,-1.967419E-05,1.132721E-05,-8.392381E-05
0x2311,2116.7573374781,199292.550792087,0.00999999999976353,-9.820605,0.004217215,-0.03290381,-0.0001201639,0.0003856374,-0.0001894194
0x2311,2116.7673374781,199292.560792087,0.0100000000002183,-9.797352,-0.008353032,-0.04713088,-0.0001522247,-7.962808E-05,-3.528548E-05
0x2311,2116.7773374781,199292.570792087,0.0100000000002183,-9.796089,-0.01533628,-0.04618671,0.0002536806,0.0003050547,-0.0003505964
0x2311,2116.7873374781,199292.580792087,0.00999999999976353,-9.803268,-0.01078192,-0.04038587,1.60886E-05,-3.433088E-05,-0.0001740409
0x2311,2116.7973374781,199292.590792087,0.0100000000002183,-9.810432,0.006617047,-0.03676992,0.0001010951,0.000161049,-0.0001555658
0x2311,2116.8073374781,199292.600792087,0.00999999999976353,-9.812373,0.006542541,-0.04453454,-0.0001169392,6.663613E-05,-0.0001554494
0x2311,2116.8173374781,199292.610792087,0.0100000000002183,-9.791754,-0.0132829,-0.0526201,3.7672E-05,0.0001376844,-0.0003148336
0x2311,2116.8173374781,199292.610792087,0,-9.791754,-0.0132829,-0.0526201,3.7672E-05,0.0001376844,-0.0003148336
0x2311,2116.8173374781,199292.610792087,0,-9.791754,-0.0132829,-0.0526201,3.7672E-05,0.0001376844,-0.0003148336
0x2311,2116.8173374781,199292.610792087,0,-9.791754,-0.0132829,-0.0526201,3.7672E-05,0.0001376844,-0.0003148336
0x2311,2116.8173374781,199292.610792087,0,-9.791754,-0.0132829,-0.0526201,3.7672E-05,0.0001376844,-0.0003148336
0x2311,2116.8273374781,199292.620792087,0.00999999999976353,-9.801672,-0.01634788,-0.0469286,0.0001844135,0.0002660789,-0.0002498622
0x2311,2116.8273374781,199292.620792087,0,-9.801672,-0.01634788,-0.0469286,0.0001844135,0.0002660789,-0.0002498622
0x2311,2116.8273374781,199292.620792087,0,-9.801672,-0.01634788,-0.0469286,0.0001844135,0.0002660789,-0.0002498622
0x2311,2116.8273374781,199292.620792087,0,-9.801672,-0.01634788,-0.0469286,0.0001844135,0.0002660789,-0.0002498622
0x2311,2116.8273374781,199292.620792087,0,-9.801672,-0.01634788,-0.0469286,0.0001844135,0.0002660789,-0.0002498622
0x2311,2116.8373374781,199292.630792087,0.0100000000002183,-9.806903,-0.009370409,-0.04107766,0.0001206412,8.904608E-05,-3.683381E-05
0x2311,2116.8473374781,199292.640792087,0.00999999999976353,-9.803275,0.002542883,-0.04851911,-0.0001454377,0.0002177898,-4.684553E-05
0x2311,2116.8573374781,199292.650792087,0.0100000000002183,-9.804593,-0.007994846,-0.05408283,-0.0001097913,-0.0001549721,-0.0002880115
0x2311,2116.8673374781,199292.660792087,0.00999999999976353,-9.80828,-0.0210382,-0.05499665,0.0002158922,0.0001724926,-0.0002245884
0x2311,2116.8773374781,199292.670792087,0.0100000000002183,-9.812431,-0.009748153,-0.04836209,-5.352776E-05,-0.000228046,-9.584473E-05
0x2311,2116.8873374781,199292.680792087,0.00999999999976353,-9.819683,-0.002062693,-0.04478805,-0.0001158682,2.324814E-05,-0.0001298147
0x2311,2116.8973374781,199292.690792087,0.0100000000002183,-9.810272,-0.007578544,-0.05495474,-0.0002618995,-0.0002174405,0.0001010951
0x2311,2116.9073374781,199292.700792087,0.00999999999976353,-9.821586,-0.02054982,-0.05779304,-0.0001058565,0.0001023989,0.0002368703
0x2311,2116.9173374781,199292.710792087,0.0100000000002183,-9.812737,-0.01568515,-0.04993994,-6.68806E-05,0.0003547641,-0.0003418885
0x2311,2116.9273374781,199292.720792087,0.00999999999976353,-9.807276,-0.002070889,-0.04274733,-8.579809E-06,0.0001400709,-0.0003157882
0x2311,2116.9373374781,199292.730792087,0.0100000000002183,-9.799104,-0.009441376,-0.04275329,-0.0001641456,0.0002144603,0.0001163455
0x2311,2116.9373374781,199292.730792087,0,-9.799104,-0.009441376,-0.04275329,-0.0001641456,0.0002144603,0.0001163455
0x2311,2116.9473374781,199292.740792087,0.00999999999976353,-9.81439,-0.01067147,-0.05843025,-0.0001606997,6.294576E-05,-0.0001169392
0x2311,2116.9573374781,199292.750792087,0.0100000000002183,-9.796993,-0.009699352,-0.05237013,-0.0002051587,0.0003051711,-0.000108243
0x2311,2116.9673374781,199292.760792087,0.00999999999976353,-9.80342,-0.001468509,-0.04501007,0.0001869164,-0.0002166023,-0.0001759501
0x2311,2116.9673374781,199292.760792087,0,-9.80342,-0.001468509,-0.04501007,0.0001869164,-0.0002166023,-0.0001759501
0x2311,2116.9773374781,199292.770792087,0.0100000000002183,-9.807251,-0.001123175,-0.04763771,-8.535571E-05,1.65659E-05,0.0001206412
0x2311,2116.9873374781,199292.780792087,0.00999999999976353,-9.802305,-0.009659864,-0.04575178,-0.0001026434,-0.0003147172,-5.721813E-05
0x2311,2116.9973374781,199292.790792087,0.0100000000002183,-9.813939,-0.01507234,-0.05031079,4.295725E-06,0.0003633555,-0.0001307693
0x2311,2116.9973374781,199292.790792087,0,-9.813939,-0.01507234,-0.05031079,4.295725E-06,0.0003633555,-0.0001307693
0x2311,2117.0073374781,199292.800792087,0.00999999999976353,-9.812282,-0.004126504,-0.04255082,3.213063E-06,-0.0002905144,-0.0003557187
0x2311,2117.0173374781,199292.810792087,0.0100000000002183,-9.804735,0.009407476,-0.04161019,-2.386514E-06,2.086163E-05,5.122274E-06
0x2311,2117.0273374781,199292.820792087,0.0100000000002183,-9.796143,-0.008120388,-0.04495196,-4.827743E-05,-0.0003085122,-5.293405E-05
0x2311,2117.0373374781,199292.830792087,0.00999999999976353,-9.795881,-0.01344215,-0.05294438,6.199116E-05,-2.956949E-05,3.612367E-05
0x2311,2117.0473374781,199292.840792087,0.0100000000002183,-9.79379,-0.006290339,-0.03749076,0.0002483139,-0.0003162655,-0.0003037509
0x2311,2117.0573374781,199292.850792087,0.00999999999976353,-9.804355,0.0005684793,-0.04589483,5.530892E-05,-0.0003834954,-0.0002908753
0x2311,2117.0673374781,199292.860792087,0.0100000000002183,-9.800826,-0.002259202,-0.04658438,-0.0001174165,-0.0006519607,1.526205E-05
0x2311,2117.0773374781,199292.870792087,0.00999999999976353,-9.821815,-0.0141155,-0.05325265,5.150214E-05,-0.0004059053,-0.0005521812
0x2311,2117.0873374781,199292.880792087,0.0100000000002183,-9.809928,-0.02438575,-0.04284624,-7.975614E-05,-6.866176E-05,0.0001549721
0x2311,2117.0973374781,199292.890792087,0.00999999999976353,-9.824558,0.0001685694,-0.04264731,5.530892E-05,-0.0002618995,-0.0001535402
0x2311,2117.1073374781,199292.900792087,0.0100000000002183,-9.812466,-0.005468354,-0.03878493,1.144363E-05,0.0001367298,-0.0004416681
0x2311,2117.1173374781,199292.910792087,0.00999999999976353,-9.81856,-0.01171082,-0.04532281,8.713687E-05,-0.0002427143,-0.0001344713
0x2311,2117.1273374781,199292.920792087,0.0100000000002183,-9.81493,-0.01553502,-0.04510079,7.486669E-05,0.0002236338,0.0001081266
0x2311,2117.1273374781,199292.920792087,0,-9.81493,-0.01553502,-0.04510079,7.486669E-05,0.0002236338,0.0001081266
0x2311,2117.1273374781,199292.920792087,0,-9.81493,-0.01553502,-0.04510079,7.486669E-05,0.0002236338,0.0001081266
0x2311,2117.1273374781,199292.920792087,0,-9.81493,-0.01553502,-0.04510079,7.486669E-05,0.0002236338,0.0001081266
0x2311,2117.1273374781,199292.920792087,0,-9.81493,-0.01553502,-0.04510079,7.486669E-05,0.0002236338,0.0001081266
0x2311,2117.1373374781,199292.930792087,0.00999999999976353,-9.819964,-0.009270385,-0.03571883,0.0001996756,3.278255E-05,-0.0002913526
0x2311,2117.1473374781,199292.940792087,0.0100000000002183,-9.815971,-0.0003768131,-0.04125796,0.000133994,0.0002211309,8.046627E-05
0x2311,2117.1573374781,199292.950792087,0.00999999999976353,-9.817023,-0.00520777,-0.04561935,-4.875474E-05,3.958121E-05,-2.575107E-05
0x2311,2117.1673374781,199292.960792087,0.0100000000002183,-9.820576,-0.02150107,-0.04773773,7.009367E-05,0.0004776753,-0.0002967077
0x2311,2117.1773374781,199292.970792087,0.00999999999976353,-9.809774,-0.01374111,-0.0412602,6.711343E-05,0.0002064742,-0.0001974055
0x2311,2117.1873374781,199292.980792087,0.0100000000002183,-9.809806,0.001749955,-0.03544316,0.0001826324,0.0004256959,-0.0001183711
0x2311,2117.1973374781,199292.990792087,0.00999999999976353,-9.800765,-0.005664863,-0.04310906,-0.0002061133,0.000327942,6.437767E-05
0x2311,2117.2073374781,199293.000792087,0.0100000000002183,-9.798542,-0.0144247,-0.05432218,1.70432E-05,0.00013971,-0.0002264977
0x2311,2117.2173374781,199293.010792087,0.00999999999976353,-9.809322,-0.01521893,-0.04886221,1.847511E-05,0.0002512941,0.0001630746
0x2311,2117.2173374781,199293.010792087,0,-9.809322,-0.01521893,-0.04886221,1.847511E-05,0.0002512941,0.0001630746
0x2311,2117.2273374781,199293.020792087,0.0100000000002183,-9.811844,-0.004070625,-0.04115105,2.956949E-05,-0.0001221895,-1.906883E-05
0x2311,2117.2373374781,199293.030792087,0.00999999999976353,-9.812888,0.003737025,-0.05112365,-7.104827E-05,7.998897E-05,-0.0002318644
0x2311,2117.2473374781,199293.040794478,0.0100000000002183,-9.794404,-0.008628517,-0.05120728,-0.0001999084,-0.0001999084,3.051246E-05
0x2311,2117.2573374781,199293.050794478,0.00999999999976353,-9.80194,-0.01177955,-0.05964283,-9.584473E-05,0.0003809924,-1.537846E-05
0x2311,2117.2673374781,199293.060794478,0.0100000000002183,-9.814784,-0.009976141,-0.04724488,0.0002888497,-3.58792E-05,-0.0003929134
0x2311,2117.2673374781,199293.060794478,0,-9.814784,-0.009976141,-0.04724488,0.0002888497,-3.58792E-05,-0.0003929134
0x2311,2117.2773374781,199293.070794478,0.0100000000002183,-9.810843,0.003659166,-0.04896559,-8.24919E-05,-0.0001131324,-0.0002590474
0x2311,2117.2873374781,199293.080794478,0.00999999999976353,-9.807198,-0.004621781,-0.05306881,-0.0001579523,-0.0002546352,-5.530892E-05
0x2311,2117.2973374781,199293.090794478,0.0100000000002183,-9.810214,-0.01436193,-0.06116014,8.917414E-05,0.0002164859,-0.0002456945
0x2311,2117.3073374781,199293.100794478,0.00999999999976353,-9.81024,-0.0134876,-0.05339906,2.229353E-05,0.0002387795,0.0002832385
0x2311,2117.3173374781,199293.110794478,0.0100000000002183,-9.815359,0.005005486,-0.04751682,-5.054753E-05,-0.000313879,-0.0003796769
0x2311,2117.3273374781,199293.120794478,0.00999999999976353,-9.816872,-0.002062693,-0.05155969,-0.0001231441,-4.303874E-05,-8.583302E-05
0x2311,2117.3373374781,199293.130794478,0.0100000000002183,-9.806714,-0.01735706,-0.05524307,0.0001839362,-0.000108243,-0.0001026434
0x2311,2117.3473374781,199293.140794478,0.00999999999976353,-9.80715,-0.01585595,-0.05109105,0.0002985005,0.0001258799,-0.000238535
0x2311,2117.3473374781,199293.140794478,0,-9.80715,-0.01585595,-0.05109105,0.0002985005,0.0001258799,-0.000238535
0x2311,2117.3573374781,199293.150794478,0.0100000000002183,-9.807099,-0.004320592,-0.04314966,-9.546056E-07,-0.0003334251,9.727664E-05
0x2311,2117.3673374781,199293.160794478,0.00999999999976353,-9.810172,-0.0008126721,-0.04901905,0.0001483015,8.856878E-05,-0.0003319932
0x2311,2117.3773374781,199293.170794478,0.0100000000002183,-9.801304,-0.01449324,-0.043373,-8.404022E-05,-4.970934E-05,-0.0002312707
0x2311,2117.3873374781,199293.180794478,0.00999999999976353,-9.797536,-0.01648162,-0.04816446,9.536743E-05,0.0003533321,-0.0002170797
0x2311,2117.3973374781,199293.190794478,0.0100000000002183,-9.815654,-0.01014583,-0.038472,0.000138639,-0.0003586989,-0.0001935987
0x2311,2117.4073374781,199293.200794478,0.00999999999976353,-9.807558,0.0007441267,-0.03965348,-6.866176E-05,8.237548E-05,-0.0004493049
0x2311,2117.4173374781,199293.210794478,0.0100000000002183,-9.821969,-0.01745,-0.04839245,-3.683381E-05,-0.0003577443,-3.7672E-05
0x2311,2117.4273374781,199293.220794478,0.00999999999976353,-9.812162,-0.02506468,-0.04398692,0.0001697568,0.0001068111,-0.0001484179
0x2311,2117.4273374781,199293.220794478,0,-9.812162,-0.02506468,-0.04398692,0.0001697568,0.0001068111,-0.0001484179
0x2311,2117.4373374781,199293.230794478,0.0100000000002183,-9.817421,-0.009390153,-0.0375757,-3.254972E-05,6.246846E-05,-0.0001873937
0x2311,2117.4473374781,199293.240794478,0.00999999999976353,-9.825633,0.001004525,-0.03340486,0.0001902576,-4.970934E-05,-0.0001854845
0x2311,2117.4573374781,199293.250794478,0.0100000000002183,-9.819153,-0.003547408,-0.03635939,-0.0001201639,0.0002460438,7.093186E-05
0x2311,2117.4673374781,199293.260794478,0.00999999999976353,-9.809271,-0.01830701,-0.05118065,4.167669E-06,0.0001106295,7.521594E-05
0x2311,2117.4773374781,199293.270794478,0.0100000000002183,-9.823368,-0.01440719,-0.03613029,-0.0002627377,0.0005907961,-0.000119803
0x2311,2117.4873374781,199293.280794478,0.00999999999976353,-9.810248,-0.003926456,-0.03496073,0.000129221,0.0001238543,-0.0001711887
0x2311,2117.4973374781,199293.290794478,0.0100000000002183,-9.813744,-0.00152085,-0.03759302,8.392381E-05,0.0003881403,-3.444729E-05
0x2311,2117.5073374781,199293.300794478,0.00999999999976353,-9.812922,-0.01769308,-0.04399735,-5.733455E-05,0.0001974055,-0.000247953
0x2311,2117.5173374781,199293.310794478,0.0100000000002183,-9.812707,-0.01551993,-0.05229451,-0.0001988374,0.000613695,7.903436E-05
0x2311,2117.5273374781,199293.320794478,0.0100000000002183,-9.819769,-0.01144111,-0.0468459,-8.707866E-06,0.0001600944,-0.0002818066
0x2311,2117.5373374781,199293.330794478,0.00999999999976353,-9.821576,0.001226738,-0.04434157,-7.915078E-05,0.0005863956,4.661269E-05
0x2311,2117.5473374781,199293.340794478,0.0100000000002183,-9.80662,-0.01436416,-0.06023012,5.42379E-05,0.0004066271,-0.0002174405
0x2311,2117.5573374781,199293.350794478,0.00999999999976353,-9.816176,-0.02249274,-0.06162059,0.0001754728,0.000560761,9.620562E-05
0x2311,2117.5673374781,199293.360794478,0.0100000000002183,-9.803146,-0.01812093,-0.05462337,-1.478475E-05,0.0006823568,-0.000309106
0x2311,2117.5773374781,199293.370794478,0.00999999999976353,-9.806675,-0.0052182,-0.05059466,-8.583302E-05,0.0001915731,-0.0002337736
0x2311,2117.5873374781,199293.380794478,0.0100000000002183,-9.792377,-0.006664731,-0.06410647,0.0002970686,0.0004605041,-0.0001454377
0x2311,2117.5973374781,199293.390794478,0.00999999999976353,-9.803379,-0.02334043,-0.06238334,3.278255E-05,9.489013E-05,0.0001435285
0x2311,2117.6073374781,199293.400794478,0.0100000000002183,-9.802174,-0.01717228,-0.05811974,5.817274E-05,0.0006394344,-3.778841E-05
0x2311,2117.6173374781,199293.410794478,0.00999999999976353,-9.800279,-0.004395097,-0.05114917,9.095529E-05,-0.0001832261,0.0001444831
0x2311,2117.6273374781,199293.420794478,0.0100000000002183,-9.802875,-0.00391379,-0.04627388,-7.819617E-05,9.489013E-05,-0.0001255306
0x2311,2117.6373374781,199293.430794478,0.00999999999976353,-9.807952,-0.01919642,-0.05534198,4.327158E-05,-0.0001549721,-1.669396E-05
0x2311,2117.6473374781,199293.440794478,0.0100000000002183,-9.798187,-0.01949649,-0.05073883,0.0001897803,0.0003465451,-0.0001965789
0x2311,2117.6473374781,199293.440794478,0,-9.798187,-0.01949649,-0.05073883,0.0001897803,0.0003465451,-0.0001965789
0x2311,2117.6573374781,199293.450794478,0.00999999999976353,-9.817469,-0.006786734,-0.05152598,0.0003269874,-8.929055E-05,-1.001172E-05
0x2311,2117.6673374781,199293.460794478,0.0100000000002183,-9.813345,-0.002044067,-0.04438329,-0.0002307934,8.381903E-07,0.0001963344
0x2311,2117.6773374781,199293.470794478,0.00999999999976353,-9.809314,-0.01687333,-0.04617982,-0.0001159962,-0.0002742978,-3.385358E-05
0x2311,2117.6873374781,199293.480794478,0.0100000000002183,-9.802341,-0.01767445,-0.05462337,-3.910391E-05,-2.06288E-05,1.895241E-05
0x2311,2117.6973374781,199293.490794478,0.00999999999976353,-9.808063,-0.009585544,-0.04758313,-9.691576E-05,0.0002198271,0.0004234258
0x2311,2117.7073374781,199293.500794478,0.0100000000002183,-9.811514,0.0006569549,-0.0399895,2.896413E-05,-0.0003396301,0.0001025153
0x2311,2117.7173374781,199293.510794478,0.00999999999976353,-9.819061,-0.003854372,-0.04460774,-0.0004568137,-7.67759E-05,0.0001934823
0x2311,2117.7273374781,199293.520794478,0.0100000000002183,-9.820048,-0.009822659,-0.0464147,0.0001043081,-0.0003738445,6.008195E-05
0x2311,2117.7373374781,199293.530794478,0.00999999999976353,-9.817513,-0.007476285,-0.03618971,0.0002026558,0.0002417597,-0.0003076741
0x2311,2117.7473374781,199293.540794478,0.0100000000002183,-9.841167,0.00710655,-0.02867728,0.0001406646,-0.0001898967,-0.0001163455
0x2311,2117.7473374781,199293.540794478,0,-9.841167,0.00710655,-0.02867728,0.0001406646,-0.0001898967,-0.0001163455
0x2311,2117.7573374781,199293.550794478,0.00999999999976353,-9.846589,0.001362711,-0.0358304,-0.0001368579,0.0003451132,-0.0001298147
0x2311,2117.7673374781,199293.560794478,0.0100000000002183,-9.838906,-0.0117993,-0.05083885,3.278255E-05,0.0001869164,-0.0003557187
0x2311,2117.7773374781,199293.570794478,0.0100000000002183,-9.860667,-0.01320392,-0.03854409,-4.911562E-05,0.0009598676,-2.980232E-06
0x2311,2117.7873374781,199293.580794478,0.00999999999976353,-9.860132,0.000330247,-0.03636759,0.0001662993,0.00102031,-0.0001732144
0x2311,2117.7873374781,199293.580794478,0,-9.860132,0.000330247,-0.03636759,0.0001662993,0.00102031,-0.0001732144
0x2311,2117.7873374781,199293.580794478,0,-9.860132,0.000330247,-0.03636759,0.0001662993,0.00102031,-0.0001732144
0x2311,2117.7873374781,199293.580794478,0,-9.860132,0.000330247,-0.03636759,0.0001662993,0.00102031,-0.0001732144
0x2311,2117.7873374781,199293.580794478,0,-9.860132,0.000330247,-0.03636759,0.0001662993,0.00102031,-0.0001732144
0x2311,2117.7973374781,199293.590794478,0.0100000000002183,-9.863245,0.005970523,-0.03685821,1.717126E-05,0.001232501,-0.0002037268
0x2311,2117.8073374781,199293.600794478,0.00999999999976353,-9.860524,-0.01047961,-0.04844125,0.0003032736,0.001512049,0.000296114
0x2311,2117.8173374781,199293.610794478,0.0100000000002183,-9.850213,-0.02204515,-0.04621819,9.546056E-07,0.001907349,-7.30739E-05
0x2311,2117.8273374781,199293.620794478,0.00999999999976353,-9.847966,-0.01030862,-0.04503671,0.0001401873,0.002141949,-0.0002738205
0x2311,2117.8373374781,199293.630794478,0.0100000000002183,-9.856798,-0.003134646,-0.03710128,0.0001087203,0.001823786,-0.000534649
0x2311,2117.8473374781,199293.640794478,0.00999999999976353,-9.847714,-0.007344969,-0.05091783,0.0001120614,0.002835749,-0.0003057765
0x2311,2117.8573374781,199293.650794478,0.0100000000002183,-9.83026,-0.01972783,-0.05294681,-6.294576E-05,0.002612115,-0.0001360197
0x2311,2117.8673374781,199293.660794478,0.00999999999976353,-9.826563,-0.01578853,-0.05657207,-0.0001296983,0.002862932,0.0001925277
0x2311,2117.8673374781,199293.660794478,0,-9.826563,-0.01578853,-0.05657207,-0.0001296983,0.002862932,0.0001925277
0x2311,2117.8673374781,199293.660794478,0,-9.826563,-0.01578853,-0.05657207,-0.0001296983,0.002862932,0.0001925277
0x2311,2117.8673374781,199293.660794478,0,-9.826563,-0.01578853,-0.05657207,-0.0001296983,0.002862932,0.0001925277
0x2311,2117.8773374781,199293.670794478,0.0100000000002183,-9.814378,-0.002123043,-0.05015861,-3.064051E-05,0.002409343,-0.0003253226
0x2311,2117.8773374781,199293.670794478,0,-9.814378,-0.002123043,-0.05015861,-3.064051E-05,0.002409343,-0.0003253226
0x2311,2117.8773374781,199293.670794478,0,-9.814378,-0.002123043,-0.05015861,-3.064051E-05,0.002409343,-0.0003253226
0x2311,2117.8773374781,199293.670794478,0,-9.814378,-0.002123043,-0.05015861,-3.064051E-05,0.002409343,-0.0003253226
0x2311,2117.8773374781,199293.670794478,0,-9.814378,-0.002123043,-0.05015861,-3.064051E-05,0.002409343,-0.0003253226
0x2311,2117.8873374781,199293.680794478,0.00999999999976353,-9.807973,0.002514943,-0.06345417,-0.0002717949,0.002801779,-0.0004755217
0x2311,2117.8973374781,199293.690794478,0.0100000000002183,-9.799484,-0.008092448,-0.06574709,0.0001091976,0.002429483,-0.0005474081
0x2311,2117.8973374781,199293.690794478,0,-9.799484,-0.008092448,-0.06574709,0.0001091976,0.002429483,-0.0005474081
0x2311,2117.9073374781,199293.700794478,0.00999999999976353,-9.792179,-0.01215283,-0.0660507,0.0001091976,0.002646807,-0.0006243004
0x2311,2117.9173374781,199293.710794478,0.0100000000002183,-9.800313,0.001799874,-0.06082077,0.0003212714,0.002358318,-0.0003381982
0x2311,2117.9273374781,199293.720794478,0.00999999999976353,-9.782542,0.008034334,-0.07060841,0.0001111068,0.00208175,-0.0002123066
0x2311,2117.9373374781,199293.730794478,0.0100000000002183,-9.792909,-0.003303215,-0.07368848,-9.489013E-05,0.002027035,-0.0003586989
0x2311,2117.9473374781,199293.740794478,0.00999999999976353,-9.789445,-0.004810095,-0.07156767,4.625181E-05,0.001676078,-9.596115E-05
0x2311,2117.9573374781,199293.750794478,0.0100000000002183,-9.796392,-0.002626516,-0.06389618,0.0001873937,0.00192821,-0.0007401686
0x2311,2117.9673374781,199293.760794478,0.00999999999976353,-9.811424,0.007339008,-0.06166957,0.0003547641,0.001313095,-0.0003367662
0x2311,2117.9773374781,199293.770794478,0.0100000000002183,-9.811614,0.003157929,-0.06643198,0.0002570101,0.001609686,-0.0003434368
0x2311,2117.9873374781,199293.780794478,0.00999999999976353,-9.81471,-0.01380146,-0.06467514,0.0005716109,0.001386518,-0.0006552902
0x2311,2117.9973374781,199293.790794478,0.0100000000002183,-9.810987,-0.006591529,-0.06285086,0.0004653935,0.00193679,-0.000470283
0x2311,2117.9973374781,199293.790794478,0,-9.810987,-0.006591529,-0.06285086,0.0004653935,0.00193679,-0.000470283
0x2311,2118.0073374781,199293.800794478,0.00999999999976353,-9.82546,0.002102181,-0.05603265,0.0004099566,0.001259206,-0.0001736917
0x2311,2118.0173374781,199293.810794478,0.0100000000002183,-9.82572,-0.004486926,-0.05669538,0.0003914814,0.00201643,-0.0004483503
